	ACTIVITY	ALogP98	ES_Sum_aaCH	ES_Sum_aasC	ES_Sum_dO	ES_Sum_dsCH	ES_Sum_dssC	ES_Sum_sCH3	ES_Sum_ssCH2	ES_Sum_ssO	ES_Sum_sssCH	ES_Count_aaCH	ES_Count_aasC	ES_Count_dsCH	ES_Count_sCH3	ES_Count_ssCH2	ES_Count_sssCH	LogD	Molecular_Weight	Molecular_Mass	Molecular_Solubility	VSA_TotalArea	Num_Atoms	Num_Bonds	Num_Hydrogens	Num_ExplicitHydrogens	Num_ExplicitAtoms	Num_ExplicitBonds	Num_RingBonds	Num_RotatableBonds	Num_AromaticBonds	Num_Rings	Num_AromaticRings	Num_RingAssemblies	Num_Rings6	Num_Chains	Num_ChainAssemblies	Num_StereoBonds	Num_SingleBonds	Num_DoubleBonds	Num_AliphaticSingleBonds	Num_AliphaticDoubleBonds	Num_AtomClasses	Organic_Count	Molecular_SurfaceArea	Molecular_FractionalPolarSurfaceArea	Molecular_SASA	Molecular_FractionalPolarSASA	Molecular_SAVol	BIC	CIC	E_ADJ_equ	E_ADJ_mag	E_DIST_equ	E_DIST_mag	IAC_Mean	IAC_Total	IC	SIC	V_ADJ_equ	V_ADJ_mag	V_DIST_equ	CHI_0	CHI_1	CHI_2	CHI_3_C	CHI_3_P	CHI_V_0	CHI_V_1	CHI_V_2	CHI_V_3_C	CHI_V_3_P	JX	JY	Wiener	Zagreb	Kappa_1	Kappa_1_AM	Kappa_2	Kappa_2_AM	Kappa_3	Kappa_3_AM	PHI	SC_0	SC_1	SC_2	SC_3_C	SC_3_P
920	0	4.793	0.0	0.0	10.796	0.0	-0.072	3.697	12.16	4.583	0.0	0	0	0	2	10	0	4.793	214.344	214.193	-4.887	312.731	15	14	26	26	41	40	0	11	0	0	0	0	0	28	1	0	13	1	13	1	15	15	251.12	0.104	477.887	0.103	406.069	0.55633	1.73333	115.968	134.606	687.706	630.919	1.15469	47.3425	2.17355	0.55633	121.951	134.606	813.418	11.3555	7.30806	5.13052	0.28867	3.4974	10.3876	6.37715	4.15455	0.05892	2.71212	2.88848	2.97608	538.0	56	15.0	14.63	12.0714	11.7034	11.929	11.5571	11.4147	15.0	14.0	14.0	1.0	13.0
937	0	1.852	0.0	0.0	10.494	0.0	-0.108	5.591	1.473	4.461	0.587	0	0	0	3	2	1	1.852	130.185	130.099	-1.447	184.371	9	8	14	14	23	22	0	4	0	0	0	0	0	17	1	0	7	1	7	1	8	9	157.05	0.167	319.515	0.154	274.536	0.92989	0.22222	54.8575	75.0586	157.2	358.545	1.26467	29.0875	2.9477	0.92989	58.0739	64.0	218.198	7.27602	4.1639	3.48461	0.69692	1.93373	6.30806	3.23299	2.50865	0.46717	1.15348	3.03076	3.21384	104.0	34	9.0	8.63	4.8395	4.50329	5.87755	5.50192	4.31815	9.0	8.0	9.0	2.0	7.0
938	0	5.706	0.0	0.0	10.849	0.0	-0.069	3.717	15.064	4.603	0.0	0	0	0	2	12	0	5.706	242.397	242.225	-5.984	355.517	17	16	30	30	47	46	0	13	0	0	0	0	0	32	1	0	15	1	15	1	17	17	283.05	0.092	527.446	0.093	447.092	0.49315	2.07172	139.152	160.0	949.886	630.919	1.13309	53.2556	2.01574	0.49315	145.108	160.0	467.0925	12.7697	8.30806	5.83762	0.28867	3.9974	11.8018	7.37715	4.86166	0.05892	3.21212	2.90497	2.97962	790.0	64	17.0	16.63	14.0625	13.694	13.9378	13.5663	13.3959	17.0	16.0	16.0	1.0	15.0
942	0	3.425	0.0	0.0	10.678	0.0	-0.079	3.646	7.88	4.538	0.0	0	0	0	2	7	0	3.425	172.265	172.146	-3.266	248.551	12	11	20	20	32	31	0	8	0	0	0	0	0	22	1	0	10	1	10	1	12	12	203.22	0.129	403.547	0.122	344.534	0.68364	1.13413	82.7686	98.1075	379.531	788.157	1.19819	38.3421	2.45082	0.68364	88.8118	98.1075	471.745	9.2342	5.80806	4.06986	0.28867	2.7474	8.26624	4.87715	3.09389	0.05892	1.96212	2.86304	2.98068	270.0	44	12.0	11.63	9.0909	8.72407	9.0	8.63	8.45508	12.0	11.0	11.0	1.0	10.0
945	0	3.401	0.0	0.0	10.591	3.368	-0.259	3.577	5.935	4.452	0.0	0	0	2	2	5	0	3.402	170.249	170.131	-3.363	240.208	12	11	18	18	30	29	0	7	0	0	0	0	0	20	1	1	9	2	9	2	12	12	199.2	0.132	397.086	0.124	342.247	0.81667	0.5629	82.7686	98.1075	379.531	788.157	1.23095	36.9288	3.02205	0.84298	88.8118	98.1075	471.745	9.2342	5.80806	4.06986	0.28867	2.7474	8.00673	4.55386	2.77486	0.04811	1.67946	3.08692	3.21454	270.0	44	12.0	11.37	9.0909	8.46643	9.0	8.36999	8.02194	12.0	11.0	11.0	1.0	10.0
946	0	2.98	0.0	0.0	10.627	3.924	-0.165	3.588	5.203	4.487	0.0	0	0	2	2	5	0	2.98	170.249	170.131	-3.202	240.208	12	11	18	18	30	29	0	7	0	0	0	0	0	20	1	1	9	2	9	2	12	12	199.46	0.131	397.086	0.124	342.247	0.83367	0.5	82.7686	98.1075	379.531	788.157	1.23095	36.9288	3.08496	0.86052	88.8118	98.1075	471.745	9.2342	5.80806	4.06986	0.28867	2.7474	8.00673	4.52698	2.74744	0.05892	1.65319	3.09776	3.22385	270.0	44	12.0	11.37	9.0909	8.46643	9.0	8.36999	8.02194	12.0	11.0	11.0	1.0	10.0
949	0	2.969	0.0	0.0	10.622	0.0	-0.082	3.619	6.488	4.517	0.0	0	0	0	2	6	0	2.969	158.238	158.131	-2.736	227.158	11	10	18	18	29	28	0	7	0	0	0	0	0	20	1	0	9	1	9	1	11	11	187.25	0.14	378.767	0.13	324.022	0.73721	0.90909	72.1928	86.4386	298.618	623.625	1.21701	35.2935	2.55034	0.73721	78.2645	86.4386	380.141	8.52709	5.30806	3.7163	0.28867	2.4974	7.55913	4.37715	2.74034	0.05892	1.71212	2.85514	2.98754	206.0	40	11.0	10.63	8.1	7.73384	7.90123	7.52755	7.4737	11.0	10.0	10.0	1.0	9.0
952	0	2.524	0.0	0.0	10.588	4.128	-0.134	3.544	3.554	4.483	0.0	0	0	2	2	4	0	2.524	156.222	156.115	-2.611	218.815	11	10	16	16	27	26	0	6	0	0	0	0	0	18	1	1	8	2	8	2	11	11	183.5	0.143	372.307	0.133	321.736	0.81283	0.54545	72.1928	86.4386	298.618	623.625	1.2538	33.8526	2.91397	0.84232	78.2645	86.4386	380.141	8.52709	5.30806	3.7163	0.28867	2.4974	7.29962	4.02698	2.37488	0.05892	1.3648	3.08442	3.22459	206.0	40	11.0	10.37	8.1	7.47672	7.90123	7.26479	7.04851	11.0	10.0	10.0	1.0	9.0
975	0	1.72	9.518	0.985	10.758	0.0	-0.198	1.394	0.358	4.515	0.0	5	1	0	1	1	0	1.72	150.174	150.068	-2.066	180.54	11	11	10	10	21	21	6	3	6	1	1	1	1	12	6	0	7	4	4	1	9	11	157.9	0.166	333.991	0.148	293.718	0.72829	0.61408	90.8347	122.211	317.253	796.727	1.35666	28.4901	2.84535	0.82249	82.7686	98.1075	337.399	8.10444	5.32569	4.25315	0.49279	3.15737	6.41035	3.43428	2.2385	0.17677	1.41895	2.50608	2.60317	168.0	48	9.0909	7.95152	4.79289	3.8837	3.2653	2.51488	2.80739	11.0	11.0	13.0	2.0	14.0
981	0	2.632	10.138	1.269	10.779	0.0	-0.129	1.421	2.303	4.549	0.0	5	1	0	1	3	0	2.632	178.228	178.099	-2.974	223.327	13	13	14	14	27	27	6	5	6	1	1	1	1	16	6	0	9	4	6	1	11	13	189.83	0.138	383.55	0.129	334.741	0.74055	0.67345	114.009	147.207	508.088	630.919	1.29723	35.0252	3.02698	0.818	104.676	122.211	528.652	9.51866	6.32569	4.94835	0.49279	3.73096	7.82456	4.43428	2.91528	0.17677	1.91684	2.18966	2.25824	296.0	56	11.0769	9.93438	6.45333	5.48785	4.6875	3.85357	4.19373	13.0	13.0	15.0	2.0	16.0
987	0	2.176	9.895	1.169	10.762	0.0	-0.154	1.41	1.216	4.532	0.0	5	1	0	1	2	0	2.176	164.201	164.084	-2.498	201.934	12	12	12	12	24	24	6	4	6	1	1	1	1	14	6	0	8	4	5	1	10	12	173.86	0.151	358.77	0.138	314.23	0.71384	0.72957	102.337	134.606	407.52	982.221	1.32501	31.8003	2.85538	0.79649	93.6032	110.039	427.463	8.81155	5.82569	4.5948	0.49279	3.48938	7.11746	3.93428	2.56173	0.17677	1.68829	2.32395	2.40429	226.0	52	10.0833	8.94216	5.61224	4.67214	4.0	3.20521	3.48159	12.0	12.0	14.0	2.0	15.0
990	0	0.688	0.0	0.0	9.958	0.0	-0.158	3.136	0.468	4.26	0.0	0	0	0	2	1	0	0.687	88.1051	88.0524	-0.352	120.191	6	5	8	8	14	13	0	2	0	0	0	0	0	10	1	0	4	1	4	1	6	6	107.43	0.244	254.868	0.194	221.463	0.74209	0.66666	24.2738	33.2193	45.2675	105.07	1.37878	19.303	1.91829	0.74209	30.6866	33.2193	78.169	4.99156	2.80806	1.92166	0.28867	1.39384	4.0236	1.87715	0.92968	0.05892	0.51634	2.76473	3.06102	31.0	20	6.0	5.63	3.2	2.84598	3.0	2.63	2.67048	6.0	5.0	5.0	1.0	4.0
1039	0	1.6	0.0	0.0	10.348	0.0	-0.105	3.459	2.55	4.413	0.0	0	0	0	2	3	0	1.6	116.158	116.084	-1.216	162.978	8	7	12	12	20	19	0	4	0	0	0	0	0	14	1	0	6	1	6	1	8	8	139.36	0.188	304.427	0.162	262.487	0.91666	0.25	42.2929	53.303	117.637	254.646	1.29546	25.9092	2.75	0.91666	48.5042	53.303	168.865	6.40577	3.80806	2.65564	0.28867	1.7474	5.43781	2.87715	1.67968	0.05892	0.96212	2.83362	3.03913	76.0	28	8.0	7.63	5.14285	4.78082	5.0	4.63	4.55971	8.0	7.0	7.0	1.0	6.0
1082	0	2.864	0.0	0.0	10.322	3.967	-0.215	3.604	5.263	4.722	0.0	0	0	2	2	5	0	2.864	170.249	170.131	-3.233	240.208	12	11	18	18	30	29	0	7	0	0	0	0	0	20	1	1	9	2	9	2	12	12	198.89	0.132	397.086	0.124	342.247	0.83367	0.49999	82.7686	98.1075	384.911	787.499	1.23095	36.9288	3.08496	0.86052	88.8118	98.1075	477.124	9.2342	5.77005	4.30384	0.40824	2.38502	8.00673	4.55386	2.76977	0.08333	1.52383	2.98686	3.11995	277.0	44	12.0	11.37	9.0909	8.46643	11.1111	10.4895	8.02194	12.0	11.0	11.0	1.0	9.0
1086	0	3.174	0.0	0.0	10.356	0.0	-0.164	3.662	8.001	4.809	0.0	0	0	0	2	7	0	3.174	172.265	172.146	-3.312	248.551	12	11	20	20	32	31	0	8	0	0	0	0	0	22	1	0	10	1	10	1	12	12	202.64	0.129	403.547	0.122	344.534	0.63947	1.29248	82.7686	98.1075	384.911	787.499	1.19819	38.3421	2.29248	0.63947	88.8118	98.1075	477.124	9.2342	5.77005	4.30384	0.40824	2.38502	8.26624	4.90403	3.10781	0.08333	1.80321	2.76808	2.89181	277.0	44	12.0	11.63	9.0909	8.72407	11.1111	10.7459	8.45508	12.0	11.0	11.0	1.0	9.0
1088	0	4.297	0.0	0.0	10.956	0.0	-0.041	4.206	9.494	5.05	0.0	0	0	0	2	9	0	4.297	200.318	200.178	-4.008	291.337	14	13	24	24	38	37	0	10	0	0	0	0	0	26	1	0	12	1	12	1	14	14	234.46	0.112	453.107	0.109	385.557	0.59646	1.53641	104.676	122.211	569.684	630.919	1.16743	44.3626	2.27094	0.59646	110.675	122.211	684.01	10.6484	6.80806	4.80384	0.28867	3.08195	9.68045	5.96469	3.73823	0.05892	2.21506	2.91944	3.04592	428.0	52	14.0	13.63	11.0769	10.7092	11.0	10.63	10.4261	14.0	13.0	13.0	1.0	12.0
1090	0	5.666	0.0	0.0	11.319	0.0	-0.005	4.399	13.262	5.189	0.0	0	0	0	2	12	0	5.666	242.397	242.225	-5.472	355.517	17	16	30	30	47	46	0	13	0	0	0	0	0	32	1	0	15	1	15	1	17	17	282.36	0.093	527.446	0.093	447.092	0.50308	2.03113	139.152	160.0	936.739	630.919	1.13309	53.2556	2.05632	0.50308	145.108	160.0	467.0925	12.7697	8.30806	5.8645	0.28867	3.85095	11.8018	7.46469	4.79889	0.05892	2.99539	3.02041	3.13582	762.0	64	17.0	16.63	14.0625	13.694	13.9378	13.5663	13.3959	17.0	16.0	16.0	1.0	15.0
1091	0	4.303	0.0	0.0	11.055	0.0	-0.071	5.942	7.992	5.071	0.009	0	0	0	3	7	1	4.303	200.318	200.178	-3.953	291.337	14	13	24	24	38	37	0	9	0	0	0	0	0	27	1	0	12	1	12	1	13	14	236.07	0.111	443.414	0.111	377.094	0.6715	1.25069	109.466	134.606	558.786	630.919	1.16743	44.3626	2.55665	0.6715	110.675	122.211	673.112	10.8116	6.68073	5.13129	0.56903	3.40109	9.84359	5.8474	4.08996	0.33678	2.21361	2.9985	3.12758	417.0	54	14.0	13.63	9.55102	9.1954	9.37278	9.01334	8.95238	14.0	13.0	14.0	2.0	13.0
1092	0	4.549	0.0	0.0	11.166	0.0	-0.043	6.283	8.567	5.12	0.404	0	0	0	3	8	1	4.549	214.344	214.193	-4.274	312.731	15	14	26	26	41	40	0	10	0	0	0	0	0	29	1	0	13	1	13	1	14	15	252.15	0.104	468.194	0.105	397.606	0.70121	1.16731	121.02	147.207	669.002	630.919	1.15469	47.3425	2.73957	0.70121	121.951	134.606	794.713	11.5187	7.1639	5.64471	0.69692	3.17425	10.5507	6.32053	4.5862	0.46717	2.33585	3.03448	3.16099	512.0	58	15.0	14.63	10.5155	10.1581	11.929	11.5571	9.90756	15.0	14.0	15.0	2.0	13.0
1094	0	6.122	0.0	0.0	11.388	0.0	0.0	4.427	14.634	5.216	0.0	0	0	0	2	13	0	6.122	256.424	256.24	-5.994	376.91	18	17	32	32	50	49	0	14	0	0	0	0	0	34	1	0	16	1	16	1	18	18	298.32	0.088	552.226	0.089	467.604	0.47748	2.17884	151.02	172.974	384.911	630.919	1.12385	56.1928	1.99107	0.47748	156.964	172.974	467.0925	13.4768	8.80806	6.21805	0.28867	4.10095	12.5089	7.96469	5.15245	0.05892	3.24539	3.036	3.14593	906.0	68	18.0	17.63	15.0588	14.6901	15.0	14.63	14.3882	18.0	17.0	17.0	1.0	16.0
1095	0	4.873	9.731	1.019	11.525	0.0	-0.116	2.213	8.245	5.213	0.0	5	1	0	1	8	0	4.873	248.361	248.178	-5.276	330.293	18	18	24	24	42	42	6	10	6	1	1	1	1	26	6	0	14	4	11	1	16	18	268.97	0.097	507.45	0.097	437.3	0.6577	1.23692	174.706	212.877	384.911	630.919	1.20091	50.4382	2.93299	0.70336	163.056	186.117	467.0925	13.0542	8.82569	6.7549	0.49279	4.76092	11.3601	7.02182	4.65061	0.17677	2.95222	1.95462	2.02075	826.0	76	16.0556	14.9093	10.88	9.83692	8.70748	7.75142	8.14789	18.0	18.0	20.0	2.0	21.0
1096	0	3.841	0.0	0.0	10.724	0.0	-0.076	4.034	8.524	4.958	0.0	0	0	0	2	8	0	3.841	186.291	186.162	-3.601	269.944	13	12	22	22	35	34	0	9	0	0	0	0	0	24	1	0	11	1	11	1	13	13	218.49	0.12	428.327	0.115	365.045	0.63601	1.3469	93.6032	110.039	471.193	974.432	1.18181	41.3637	2.35353	0.63601	99.6227	110.039	574.347	9.9413	6.30806	4.42341	0.28867	2.9974	8.97335	5.46469	3.34179	0.05892	2.04961	2.85568	2.98221	346.0	48	13.0	12.63	10.0833	9.71598	9.91735	9.54477	9.43945	13.0	12.0	12.0	1.0	11.0
1121	0	2.876	0.0	0.0	10.35	8.222	-0.227	3.532	3.561	4.725	0.0	0	0	4	2	4	0	2.876	182.259	182.131	-3.595	253.258	13	12	18	18	31	30	0	7	0	0	0	0	0	20	1	2	9	3	9	3	13	13	211.1	0.124	415.406	0.119	360.473	0.69602	0.98114	93.6032	110.039	476.862	973.851	1.24089	38.4677	2.71929	0.73485	99.6227	110.039	580.016	9.9413	6.27005	4.65739	0.40824	2.63502	8.45432	4.70369	2.73099	0.08333	1.45185	3.12326	3.24602	354.0	48	13.0	12.11	10.0833	9.2	12.0	11.11	8.57016	13.0	12.0	12.0	1.0	10.0
1139	0	5.005	0.0	0.0	11.205	0.0	-0.041	6.303	9.985	5.141	0.404	0	0	0	3	9	1	5.005	228.371	228.209	-4.812	334.124	16	15	28	28	44	43	0	11	0	0	0	0	0	31	1	0	14	1	14	1	15	16	268.11	0.098	492.974	0.1	418.118	0.66169	1.35321	132.757	160.0	793.629	630.919	1.14332	50.3061	2.64678	0.66169	133.433	147.207	930.925	12.2258	7.6639	5.99827	0.69692	3.42425	11.2578	6.82053	4.93976	0.46717	2.58585	3.02721	3.14264	627.0	62	16.0	15.63	11.4844	11.1255	13.0	12.63	10.8682	16.0	15.0	16.0	2.0	14.0
1140	0	6.578	0.0	0.0	11.427	0.0	0.002	4.442	16.056	5.237	0.0	0	0	0	2	14	0	6.578	270.451	270.256	-6.532	398.304	19	18	34	34	53	52	0	15	0	0	0	0	0	36	1	0	17	1	17	1	19	19	314.29	0.083	577.006	0.085	488.116	0.45417	2.31861	163.056	186.117	384.911	630.919	1.11545	59.1192	1.9293	0.45417	168.99	186.117	467.0925	14.1839	9.30805	6.5716	0.28867	4.35095	13.216	8.46469	5.506	0.05892	3.49539	3.03753	3.14099	269.0	72	19.0	18.63	16.0556	15.6867	15.9446	15.5735	15.3812	19.0	18.0	18.0	1.0	17.0
1161	0	1.925	9.952	1.193	10.411	0.0	-0.217	1.421	1.263	4.806	0.0	5	1	0	1	2	0	1.925	164.201	164.084	-2.528	201.934	12	12	12	12	24	24	6	4	6	1	1	1	1	14	6	0	8	4	5	1	10	12	173.29	0.151	358.77	0.138	314.23	0.71384	0.72957	102.337	134.606	415.179	980.461	1.32501	31.8003	2.85538	0.79649	93.6032	110.039	434.872	8.81155	5.78769	4.82878	0.61237	3.11859	7.11746	3.96116	2.57564	0.20118	1.53888	2.22603	2.31161	233.0	52	10.0833	8.94216	5.61224	4.67214	4.59183	3.72348	3.48159	12.0	12.0	14.0	2.0	14.0
1163	0	3.59	19.02	1.772	11.612	0.0	-0.263	0.0	1.163	5.193	0.0	10	2	0	0	2	0	3.59	226.27	226.099	-4.161	262.283	17	18	14	14	31	32	12	5	12	2	2	2	2	16	11	0	11	7	5	1	13	17	223.28	0.117	437.893	0.113	386.484	0.55705	1.50057	185.697	240.215	384.911	630.919	1.27979	39.6737	2.58688	0.63288	156.739	186.117	976.253	11.9244	8.36017	6.81031	0.60649	5.45115	9.50421	5.62184	3.73754	0.24285	2.47621	1.77201	1.83112	614.0	80	13.4321	11.5523	7.43801	5.96692	4.63905	3.53798	4.05481	17.0	18.0	22.0	3.0	26.0
1164	0	3.048	10.028	1.205	11.011	0.0	-0.094	1.97	2.664	5.047	0.0	5	1	0	1	4	0	3.048	192.254	192.115	-3.208	244.72	14	14	16	16	30	30	6	6	6	1	1	1	1	18	6	0	10	4	7	1	12	14	205.1	0.128	408.33	0.121	355.253	0.71589	0.82212	125.845	160.0	615.064	630.919	1.2729	38.1872	2.98522	0.78406	115.968	134.606	637.214	10.2258	6.82569	5.32878	0.49279	3.81551	8.53167	5.02182	3.20606	0.17677	1.95073	2.12599	2.20919	372.0	60	12.0714	10.9278	7.3125	6.32593	5.48096	4.61569	4.93776	14.0	14.0	16.0	2.0	17.0
1167	0	3.961	10.076	1.211	11.285	0.0	-0.066	2.125	5.045	5.153	0.0	5	1	0	1	6	0	3.961	220.307	220.146	-4.151	287.507	16	16	20	20	36	36	6	8	6	1	1	1	1	22	6	0	12	4	9	1	14	16	237.04	0.11	457.89	0.108	396.277	0.6903	1.01654	149.984	186.117	868.196	630.919	1.23266	44.3758	2.98345	0.74586	139.152	160.0	891.406	11.64	7.82569	6.03589	0.49279	4.33451	9.94588	6.02182	3.91317	0.17677	2.48106	2.03041	2.10581	567.0	68	14.0625	12.9173	9.07407	8.05482	7.05817	6.14112	6.50293	16.0	16.0	18.0	2.0	19.0
1169	0	4.873	10.109	1.216	11.443	0.0	-0.054	2.192	7.711	5.213	0.0	5	1	0	1	8	0	4.873	248.361	248.178	-5.177	330.293	18	18	24	24	42	42	6	10	6	1	1	1	1	26	6	0	14	4	11	1	16	18	268.97	0.097	507.45	0.097	437.3	0.64705	1.28441	174.706	212.877	384.911	630.919	1.20091	50.4382	2.88551	0.69198	163.056	186.117	467.0925	13.0542	8.82569	6.743	0.49279	4.83451	11.3601	7.02182	4.62028	0.17677	2.98106	1.94977	2.0159	826.0	76	16.0556	14.9093	10.88	9.83692	8.70748	7.75142	8.14789	18.0	18.0	20.0	2.0	21.0
1170	0	3.624	19.656	2.173	11.58	0.0	-0.17	0.0	1.548	5.21	0.0	10	2	0	0	3	0	3.624	240.297	240.115	-4.502	283.676	18	19	16	16	34	35	12	6	12	2	2	2	2	18	11	0	12	7	6	1	14	18	239.61	0.109	462.673	0.107	406.996	0.56199	1.52832	198.669	254.084	384.911	630.919	1.26393	42.9737	2.6416	0.63348	168.967	199.421	467.0925	12.6315	8.84333	7.27985	0.69692	5.49448	10.2113	6.07895	4.11844	0.29462	2.68789	1.68514	1.73902	746.0	84	14.41	12.5249	8.22684	6.72004	5.68047	4.46592	4.676	18.0	19.0	23.0	3.0	26.0
1171	0	2.592	9.995	1.2	10.779	0.0	-0.129	1.796	1.734	4.956	0.0	5	1	0	1	3	0	2.592	178.228	178.099	-2.808	223.327	13	13	14	14	27	27	6	5	6	1	1	1	1	16	6	0	9	4	6	1	11	13	189.14	0.139	383.55	0.129	334.741	0.74055	0.67345	114.009	147.207	508.088	630.919	1.29723	35.0252	3.02698	0.818	104.676	122.211	528.652	9.51866	6.32569	4.94835	0.49279	3.73096	7.82456	4.52182	2.80962	0.17677	1.78528	2.17699	2.26237	296.0	56	11.0769	9.93438	6.45333	5.48785	4.6875	3.85357	4.19373	13.0	13.0	15.0	2.0	16.0
1181	0	1.597	8.978	0.592	10.39	0.0	-0.286	1.381	0.0	4.775	0.0	5	1	0	1	0	0	1.597	136.148	136.052	-1.739	159.147	10	10	8	8	18	18	6	2	6	1	1	1	1	10	6	0	6	4	3	1	8	10	139.3	0.188	309.211	0.16	273.206	0.69508	0.67548	79.504	110.039	245.961	630.919	1.39214	25.0587	2.64643	0.79665	72.1928	86.4386	265.108	7.39734	4.78769	4.13358	0.61237	2.52948	5.70324	3.02305	1.90669	0.15137	1.00478	2.57436	2.70681	126.0	44	8.1	6.96299	4.0	3.12889	3.11111	2.33172	2.17864	10.0	10.0	12.0	2.0	12.0
1205	0	4.514	19.896	2.261	11.518	3.233	-0.29	0.0	2.22	5.159	0.0	10	2	2	0	3	0	4.514	266.334	266.131	-5.63	318.119	20	21	18	18	38	39	12	7	12	2	2	2	2	20	11	1	13	8	7	2	16	20	267.27	0.098	505.772	0.097	445.733	0.58593	1.47548	224.92	282.193	384.911	630.919	1.24484	47.3039	2.84643	0.6586	193.859	226.477	467.0925	14.0458	9.84333	7.97505	0.69692	6.07649	11.366	6.78252	4.50066	0.26218	2.90837	1.63202	1.6794	269.0	92	16.3719	14.224	9.84959	8.07571	7.02551	5.55703	5.74344	20.0	21.0	25.0	3.0	28.0
1207	0	4.417	10.279	1.3	11.306	0.0	-0.05	2.13	6.194	5.171	0.0	5	1	0	1	7	0	4.417	234.334	234.162	-4.64	308.9	17	17	22	22	39	39	6	9	6	1	1	1	1	24	6	0	13	4	10	1	15	17	253.0	0.103	482.67	0.102	416.788	0.66931	1.14763	162.275	199.421	384.911	630.919	1.21589	47.4198	2.93982	0.71923	151.02	172.974	467.0925	12.3471	8.32569	6.38944	0.49279	4.58451	10.653	6.52182	4.26672	0.17677	2.70011	1.96971	2.0375	692.0	72	15.0588	13.9131	9.97229	8.94024	7.84	6.90096	7.31685	17.0	17.0	19.0	2.0	20.0
1209	0	3.756	10.248	1.293	11.242	0.0	-0.081	4.038	2.912	5.135	0.376	5	1	0	2	4	1	3.756	220.307	220.146	-3.97	287.507	16	16	20	20	36	36	6	7	6	1	1	1	1	23	6	0	12	4	9	1	13	16	238.76	0.11	448.197	0.11	387.814	0.74106	0.79718	155.115	199.421	852.889	630.919	1.23266	44.3758	3.20281	0.8007	139.152	160.0	878.71	11.8031	7.68154	6.52321	0.90104	4.15781	10.109	5.87766	4.40759	0.58502	2.29057	2.04973	2.12159	559.0	70	14.0625	12.9173	8.14404	7.1776	7.05817	6.14112	5.79472	16.0	16.0	19.0	3.0	19.0
1210	0	3.048	10.212	1.291	10.8	0.0	-0.113	1.805	2.861	4.973	0.0	5	1	0	1	4	0	3.048	192.254	192.115	-3.292	244.72	14	14	16	16	30	30	6	6	6	1	1	1	1	18	6	0	10	4	7	1	12	14	205.1	0.128	408.33	0.121	355.253	0.72882	0.7682	125.845	160.0	620.025	630.919	1.2729	38.1872	3.03914	0.79823	115.968	134.606	641.168	10.2258	6.82569	5.30191	0.49279	3.98096	8.53167	5.02182	3.16317	0.17677	2.00433	2.07788	2.15125	379.0	60	12.0714	10.9278	7.3125	6.32593	5.48096	4.61569	4.93776	14.0	14.0	16.0	2.0	17.0
1240	0	2.557	9.011	0.616	11.181	0.0	-0.239	1.97	1.353	4.938	0.0	5	1	0	1	2	0	2.557	164.201	164.084	-2.416	201.934	12	12	12	12	24	24	6	4	6	1	1	1	1	14	6	0	8	4	5	1	10	12	172.8	0.152	358.77	0.138	314.23	0.75551	0.5629	102.337	134.606	398.78	983.693	1.32501	31.8003	3.02205	0.84298	93.6032	110.039	421.426	8.81155	5.84253	4.5176	0.40236	3.46758	7.11746	4.06471	2.50194	0.125	1.44677	2.45516	2.56707	218.0	52	10.0833	8.94216	5.61224	4.67214	3.51562	2.78806	3.48159	12.0	12.0	14.0	2.0	16.0
1241	0	2.016	0.0	0.0	10.579	0.0	-0.07	3.95	2.913	4.792	0.0	0	0	0	2	4	0	2.016	130.185	130.099	-1.473	184.371	9	8	14	14	23	22	0	5	0	0	0	0	0	16	1	0	7	1	7	1	9	9	154.63	0.17	329.207	0.15	282.998	0.78969	0.66666	51.9218	64.0	165.677	358.201	1.26467	29.0875	2.50325	0.78969	58.0739	64.0	226.676	7.11288	4.30806	3.03607	0.28867	1.83195	6.14492	3.46469	1.97047	0.05892	0.92129	2.89853	3.1144	108.0	32	9.0	8.63	6.125	5.76106	5.87755	5.50192	5.52421	9.0	8.0	8.0	1.0	7.0
1242	0	3.025	9.66	1.0	11.066	3.197	-0.282	1.966	1.336	4.887	0.0	5	1	2	1	2	0	3.025	190.238	190.099	-3.409	236.377	14	14	14	14	28	28	6	5	6	1	1	1	1	16	6	1	9	5	6	2	12	14	200.83	0.13	401.87	0.123	352.967	0.74907	0.62534	125.845	160.0	612.444	630.919	1.29583	36.2834	3.182	0.83575	115.968	134.606	634.663	10.2258	6.82569	5.32878	0.49279	3.84293	8.27216	4.72539	2.91151	0.14433	1.65988	2.37233	2.45964	367.0	60	12.0714	10.6694	7.3125	6.10611	5.48096	4.42505	4.65348	14.0	14.0	16.0	2.0	17.0
1248	0	3.385	0.0	0.0	10.942	0.0	-0.035	4.166	6.659	4.932	0.0	0	0	0	2	7	0	3.385	172.265	172.146	-2.935	248.551	12	11	20	20	32	31	0	8	0	0	0	0	0	22	1	0	10	1	10	1	12	12	202.53	0.129	403.547	0.122	344.534	0.67456	1.16666	82.7686	98.1075	373.775	789.586	1.19819	38.3421	2.41829	0.67456	88.8118	98.1075	465.989	9.2342	5.80806	4.09673	0.28867	2.60095	8.26624	4.96469	3.03113	0.05892	1.70162	2.96898	3.12113	262.0	44	12.0	11.63	9.0909	8.72407	9.0	8.63	8.45508	12.0	11.0	11.0	1.0	10.0
